conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code,courseTopicSimilarity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf,knowledge,sector-specific,cognitive computing,cognitive computing technology,,released,2023-11-02T14:55:12.534Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The interdisciplinary field between cognitive science and computer science that involves simulating human thinking processes through a computerised approach. It makes use of algorithms for data mining and natural language processing to imitate the functioning of the human brain.,0688,0.56129384
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1,skill/competence,sector-specific,manage standards for data exchange,set standards for data transformation,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Set and maintain standards for transforming data from source schemas into the necessary data structure of a result schema.,S4.1.3,0.45887473
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb89a5c0-b5cb-4c62-8e7e-7714631b66b5,skill/competence,sector-specific,create semantic trees,"develop a semantic resolution tree
create controlled vocabularies
develop taxonomies and ontologies
create thesauri",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Create coherent lists and hierarchies of concepts and terms to ensure consistent indexing in knowledge organisation systems.,S2.2.0,0.4540972
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc716f65-a0d0-4fba-95d9-64c358f697c0,skill/competence,sector-specific,monitor ICT research,keep up with ICT research,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Survey and investigate recent trends and developments in ICT research. Observe and anticipate mastery evolution.,S5.6.1,0.46314692
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc9b4fbb-65f1-4c92-9229-1392d03b6e20,skill/competence,cross-sector,structure information,"organise information
structuring information",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Organise information using systematic methods such as mental models and according to given standards in order to facilitate user information processing and understanding with respect to the specific requirements and characteristics of the output media.,T2.2,0.4648456
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,knowledge,sector-specific,Python (computer programming),"Python 3K
Python",Python 3K,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Python.",0613,0.4783479
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53,knowledge,sector-specific,business ICT systems,business IT systems,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The software packages, hardware devices and new technologies used in supporting business processes such as enterprise resource planning (ERP), customer relationship management (CRM), mobile devices and network solutions.",0611,0.53201747
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cdaf66a1-eaf3-4fef-af6e-2e9bbe2c326c,knowledge,sector-specific,distributed ledger technologies vulnerabilities,security in distributed ledger technology,,released,2023-11-29T16:32:21.779Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The knowledge of the essential distributed ledger vulnerabilities including exchange hack, 51% attack, exitscam, extortion, DeFi, phishing, and drawing conclusions.",0612,0.4559906
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ce2dcc4b-d0a4-4aa4-b84a-a08da3c31d7d,skill/competence,cross-sector,explain distributed ledger technologies principles,explain distributed ledger technologies properties,,released,2023-11-29T16:35:07.799Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Explain the principles of the system architecture underlying distributed ledger technologies (DLT), in particular blockchain. Understand the DLT system architecture in terms of functional components in the core and service layers, the application service platform, DLT services, and external services. Understand the interaction of these components to provide DLT-based functions such as consensus mechanism functions, ledger management functions, smart contract mechanism functions, and distributed application management functions.",S5.1.0,0.49895656
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2,knowledge,cross-sector,office software,"office operating system
office IT software
office application
office programme
office soft-ware","Google Sheets
LibreOffice
Sharepoint
G-Suite Google
Google Workspace
Google Docs",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The characteristics and functioning of software programs for office tasks such as word processing, spreadsheets, presentation, email and database.",0611,0.4734344
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,skill/competence,sector-specific,perform backups,"backup data
backup ICT system",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Implement backup procedures to backup data and systems to ensure permanent and reliable system operation. Execute data backups in order to secure information by copying and archiving to ensure integrity during system integration and after data loss occurrence.,S5.5.2,0.50963295
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0245e61-204f-48ca-911b-45e564732682,skill/competence,sector-specific,reconstruct program theory,"model program theory
develop theory of change
define program theory through key contextual understanding
formulate program theory",,released,2024-03-01T11:22:29.96Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Define the program theory through stakeholder engagement, document and literature review, and key contextual understanding.",S2.7.2,0.45355788
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,knowledge,sector-specific,ICT infrastructure,"ICT infrastructure and operations
IT infrastructure and operations
IT architecture and infrastructure
ICT architecture and infrastructure",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The system, network, hardware and software applications and components, as well as devices and processes that are used in order to develop, test, deliver, monitor, control or support ICT services.",0714,0.52490896
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,skill/competence,cross-sector,have computer literacy,"computer literacy
demonstrate computer literacy
be computer-literate
have good computer literacy",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Utilise computers, IT equipment and modern day technology in an efficient way.",S5.5.0,0.5313143
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,knowledge,sector-specific,distributed directory information services,"active directory
directory service
install directory services",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The directory services that automate the network management of security, user data and distributed resources and enable access to information in a computer system's directory.",0612,0.5214313
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d31fab87-2a7d-485c-b699-2901ca294b15,skill/competence,sector-specific,use functional programming,apply functional programming principles,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Utilise specialised ICT tools to create computer code which treats computation as the evaluation of mathematical functions and seeks to avoid state and mutable data. Use programming languages which support this method such as LISP, PROLOG and Haskell.",S5.1.0,0.6517959
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4789070-2ff7-4bbb-94ca-8bb1739826a9,knowledge,cross-sector,authoring software,,"LaTeX
Microsoft Publisher",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The software that provides pre-programmed elements which allow the development of interactive multimedia applications in order to edit, structure and lay out content intended for publication.",0611,0.5082952
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4ae4774-a81d-4255-8491-cade3580685a,knowledge,sector-specific,Adobe Photoshop Lightroom,"Adobe Photoshop Lightroom for 2D Raster Graphics Generation
Adobe Photoshop Lightroom graphical ICT tool
Adobe Photoshop Lightroom for 2D Vector Graphics Creation
Adobe Photoshop Lightroom for 2D raster generation
Adobe Photoshop Lightroom for 2D vector graphics generation
Adobe Photoshop Lightroom for digital editing",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer program Adobe Photoshop Lightroom is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Adobe.,S1.12.1,0.47420976
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4ae9564-0b61-4aa0-9df0-d4fdc969fd6f,knowledge,cross-sector,grammar,"syntax
parsing",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The set of structural rules governing the composition of clauses, phrases, and words in any given natural language.",0232,0.45815462
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,knowledge,sector-specific,Scratch (computer programming),Scratch,,released,2022-07-05T14:34:33.959Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Scratch.",0613,0.51650006
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d663e407-33c6-4397-b40e-dced5ebe20b5,knowledge,sector-specific,computational chemistry,chemical computing,,released,2023-10-31T15:57:48.1Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The branch of chemistry that aims at addressing complex chemical problems through computer simulations.,0531,0.4923821
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6cdef49-b669-4507-91d1-3f959cf98e47,skill/competence,sector-specific,maintain database performance,execute database maintenance,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Calculate values for database parameters. Implement new releases and execute regular maintenance tasks such as establishing backup strategies and eliminating index fragmentation.,S2.3.0,0.49772763
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d78dedfc-21d2-45fd-ba05-e56b7a8865e6,knowledge,sector-specific,network standards,"network protocols
network guidelines
network codes",,released,2023-11-29T16:29:25.603Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Regulated standards that provide the technical guidelines, specifications, and requirements to ensure safe and efficient interoperability between devices, software, equipment, and organisations. Networking standards govern the software and hardware which uses them.",0612,0.47227818
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d90bad2f-7fcc-4e85-a02f-ba4837732892,knowledge,cross-sector,post-processing of photographs,"the post-processing of photographs
post-processing of photos
post-processing of a photograph",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The characteristics of software and techniques used in post-processing photographs.,0211,0.50960404
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9e5349e-8791-49c2-8ba4-839fdd1606c2,skill/competence,cross-sector,define technical requirements,"write up a list of technical specifications
gather technical requirements
jot down technical specifications in a list
write up a technical specifications' list
write technical specifications
write up technical specifications in a list
make a list of technical aspects",,released,2024-01-22T12:28:26.281Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Specify technical properties of goods, materials, methods, processes, services, systems, software and functionalities by identifying and responding to the particular needs that are to be satisfied according to customer requirements.",S4.1.3,0.49026144
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,knowledge,sector-specific,Teradata Database,"Teradata
Teradata Integrated Data Warehouse",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program Teradata Database is a tool for creating, updating and managing databases, developed by the software company Teradata Corporation.",0612,0.5151662
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,skill/competence,sector-specific,identify ICT system weaknesses,"identify cyber infrastructure vulnerabilities
identify vulnerabilities of a cyber infrastructure",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Analyse the system and network architecture, hardware and software components and data in order to identify weaknesses and vulnerability to intrusions or attacks. Execute diagnostic operations on cyber infrastructure including research, identification, interpretation and categorization of vulnerabilities, associated attacks and malicious code (e.g. malware forensics and malicious network activity). Compare indicators or observables with requirements and review logs to identify evidence of past intrusions.",S5.0.0,0.48764467
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dade132a-487b-40fb-9d8e-f20ce5e6c076,skill/competence,sector-specific,develop design concept,"generate design concept
produce design concept
developing design concept
develop design concepts
create design concept",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Research information to develop new ideas and concepts for the design of a specific production. Read scripts and consult directors and other production staff members, in order to develop design concepts and plan productions.",S1.12.3,0.47754553
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,knowledge,sector-specific,Agile development,"Agile Development Environment
Agile Software Development Practices
Agile frameworks
Agile software environment
Agile development framework
Agile software development methods
Agile software development
Agile scrum development framework",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The agile development model is a methodology to design software systems and applications.,0413,0.5791369
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc2bf98f-2021-4bec-8b73-ca055c72f8bb,knowledge,occupation-specific,photoengraving,photoengravings,,released,2023-04-06T15:14:03.418Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Processes for engraving metal film masks to be used to protect and coat plates for various printing processes. A photomechanical method is applied to select the correct colour for the masking material previously cut.,0211,0.45013914
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,knowledge,sector-specific,VBScript,"VBScript for web-based scripting
VBScript programming paradigms
VBScript coding techniques
VBScript scripting techniques
VBScript algorithms",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in VBScript.",0613,0.45152903
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,knowledge,cross-sector,computer technology,"ICT
information technology
IT
technology in computing
information and communications technology
technology of computers
technology in computers
technology in computer networks",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Computers, computer networks and other information technologies and equipment that can store, retrieve, transmit and manipulate data.",0714,0.5609954
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,knowledge,sector-specific,software interaction design,interaction design,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The methodologies for designing interaction between users and a software product or service to satisfy the needs and preferences of most of the people who will interface with the product and to simplify the communication between product and user such as Goal-oriented design.,0611,0.52490413
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,knowledge,sector-specific,Oracle Relational Database,"Rdb
Oracle Rdb",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program Oracle Rdb is a tool for creating, updating and managing databases, developed by the software company Oracle.",0612,0.5455567
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,knowledge,sector-specific,COBOL,"COBOL programming language
Cobol
COBOL applications
COBOL software",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in COBOL.",0613,0.5453167
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,skill/competence,cross-sector,protect ICT devices,"Cloudmark DesktopOne Pro
up-date online security measures
AVS Firewall
CleanMail Home
MailWasher Pro
Matrix Systems Access Control
Kingsoft Antivirus
Zone Alarm Firewall
Agnitum Outpost Firewall
Tyco Integrated Security Managed Access Control
Norton Security Deluxe
AddTech Controls
use anti-virus software
protect information and communication technologies devices
AVG Anti-Virus
IDenticard Systems PremiSys
keep ICT devices safe
implement SPAM-ware
implement private ICT user security measures
Honeywell Managed Access Control
set up passwords and private settings
protect personal data
McAfee AntiVirus
SPAMfighter
ADT Access Control
Bitdefender Antivirus
Kaspersky Anti-Virus
take care of ICT devices
protect ICT device
safeguard ICT devices
ESET NOD32 Antivirus","Cloudmark DesktopOne Pro
MailWasher Pro
Matrix Systems Access Control
Kingsoft Antivirus
Zone Alarm Firewall
AVS Firewall
Agnitum Outpost Firewall
Norton Security Deluxe
AddTech Controls
AVG Anti-Virus
IDenticard Systems PremiSys
implement SPAM-ware
Tyco Integrated Security Managed Access Control
Honeywell Managed Access Control
McAfee AntiVirus
SPAMfighter
Bitdefender Antivirus
CleanMail Home
ADT Access Control
Kaspersky Anti-Virus
ESET NOD32 Antivirus",released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/digcomp","Protect devices and digital content, and understand risks and threats in digital environments. Know about safety and security measures and have due regard to reliability and privacy. Make use of tools and methods which maximise security of ICT devices and information by controlling access, such as passwords, digital signatures, biometry, and protecting systems such as firewall, antivirus, spam filters.",S5.2.2,0.46311724
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39,knowledge,cross-sector,design thinking,"creative solutions
creative problem solving solutions",,released,2024-02-26T13:57:48.711Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The process used to identify creative solutions to problem solving, by putting the user at its core. The five stages approach-empathise, define, ideate, prototype and test-are meant to challenge assumptions and iterate solutions that are better suited to the needs of the user.",0414,0.46390918
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd,skill/competence,sector-specific,design for organisational complexity,"design cross-account authentication for complex organisations
implement cloud environment for complex organisations
design an access strategy for complex organisations
design cloud environment for complex organisations
design access strategies for complex organisations",,released,2024-02-23T15:42:13.199Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Determine cross-account authentication and access strategy for complex organizations (for example, an organization with varying compliance requirements, multiple business units, and varying scalability requirements). Design networks and multi-account cloud environments for complex organizations.",S1.9.1,0.46659285
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,knowledge,sector-specific,hardware architectures,PC hardware architecture,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The designs laying out the physical hardware components and their interconnections.,0714,0.47654796
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038,knowledge,sector-specific,Hadoop,Apache Hadoop,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The open-source data storing, analysis and processing framework which consists mainly in the MapReduce and Hadoop distributed file system (HDFS) components and it is used to provide support for managing and analysing large datasets.",0613,0.53341055
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,knowledge,sector-specific,computational biology,biological computing,,released,2023-11-29T16:24:23.882Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The interdisciplinary scientific field that focus on employing data analytics and theories to investigate biological systems obtained through experiments.,058,0.46681342
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,knowledge,sector-specific,principles of artificial intelligence,"artificial intelligence in process
principles of AI",,released,2025-04-11T14:00:36.11Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The artificial intelligence theories, applied principles, architectures and systems, such as intelligent agents, multi-agent systems, expert systems, rule-based systems, neural networks, ontologies and cognition theories.",0619,0.50266373
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,knowledge,sector-specific,SAS Data Management,SAS Data Management software,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program SAS Data Management is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAS.",0612,0.54332185
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305,skill/competence,sector-specific,manage keys for data protection,manage data protection keys,,released,2025-04-16T12:05:43.358Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Select appropriate authentication and authorization mechanisms. Design, implement and troubleshoot key management and use. Design and implement a data encryption solution for data at rest and data in transit.",S5.2.2,0.49120212
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e63da991-d405-4463-9874-3555c80082d9,skill/competence,cross-sector,create 2D painting,produce 2D painting,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Produce a drawing by using a range of digital tools.,S1.12.3,0.52141964
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e79a3803-dd53-46b0-906b-13e6d46ef687,knowledge,sector-specific,quantum computing,quantum computing methods,,released,2023-11-03T09:54:31.609Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The branch of computer science that follows the principles of quantum theory. It uses subatomic particles which are allowed to exist under more than one state thanks to quantum bits, or qubits.",0613,0.46777996
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e8171178-9a60-40a6-ad3b-510e10cfebad,skill/competence,cross-sector,render 3D images,"convert 3D wire frame models into 2D images
employ specialised tools to render 3D images
use 3D non-photorealistic effects to render 3D images
use 3D photorealistic effects to render 3D images
use computer tools to render 3D images",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use specialised tools to convert 3D wire frame models into 2D images with 3D photorealistic effects or non-photorealistic rendering on a computer.,S1.12.1,0.54487157
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e819cc1e-09d9-47f2-b418-93972852daef,knowledge,sector-specific,MarkLogic,"MarkLogic NoSQL database
MarkLogic non-relational database",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The NoSQL enterprise non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud and which provides features such as semantics, flexible data models and Hadoop integration.",0612,0.5818682
